DIA;HORA;SITE;3G_UTRANCELL;VOICE DROP CALL RATE: E3GD003: % RAB Drop Voice;VOICE CALL SETUP SUCCESS RATE FOR FAST DORMANCY: E3GVSS012: % CSSR;CALL SETUP SUCCESS RATE PS (R99+HS) FOR FAST DORMANCY: E3GSSPS012: % CSSR PS;PS DROP CALL RATE (R99+HS): E3GPSD003: % RAB Drop PS;SOFT HANDOVER(EXCL. PREP): E3GSH001 - Voice Sho Success Ratio;INTERFREQUENCY HARD HANDOVER SUCCESS (EXCL. PREP): E3GHH001: Cs Interfrequency Hard Handover Success Ratio;VOICE IRAT 3G TO 2G: E3GTO2G002: Irat 3g To 2g Voice Handover (Excluding Preparation);THROUGHPUT (KBPS): E3GT002: User Troughput (Kbps);THROUGHPUT (KBPS): E3GT003: UL User Throughput (Kbps);3G_QF_RSSI_UL(dBm);TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.7 Km);TP6 (3.7 - 6.2 Km);TP7 (6.2 - 14.0 Km);TP8 (>14.0 Km);INTEROPERABILITY WITH 4G: E3GI4G001: Cssr Csfb;3G_MeanDistance(#);3G.RAB.DROP.VOICE.ATTEMPS;3G.CSSR.CS.ATTEMPS;3G.CSSR.PS.ATTEMPS;3G.RAB.DROP.PS.ATTEMPS;3G.INTER.ATTEMPS;3G.TO.2G.ATTEMPS;3G.HO.ATTEMPS
20250602;1;CAN5868;CANX5868F2A;0,00;N/A;100,00;1,27;100,00;N/A;N/A;318,61;94,84;-106,46;53 ;1.163,00;8.843,00;1.160 ;65 ;2 ;3 ;0 ;N/A;943 ;2,00;0 ;1.259 ;865,00;0,00;0,00;29,00
20250602;1;CAN5870;CANX5870F1A;0,00;N/A;100,00;1,80;100,00;N/A;N/A;764,85;60,77;-106,85;175 ;1.507,00;534,00;34 ;10 ;33 ;0 ;0 ;N/A;792 ;1,00;1 ;250 ;167,00;0,00;0,00;21,00
20250602;1;CAN5870;CANX5870F2A;N/A;N/A;100,00;1,80;100,00;N/A;N/A;495,18;34,25;-106,11;61 ;169,00;91,00;5 ;5 ;760 ;0 ;0 ;N/A;2.272 ;0,00;0 ;127 ;111,00;0,00;0,00;8,00
20250602;1;CAN5870;CANX5870F3A;0,00;100,00;99,60;1,31;100,00;N/A;N/A;712,18;59,80;-106,31;2.307 ;2.061,00;477,00;91 ;640 ;6.338 ;0 ;0 ;100,00;1.937 ;9,00;14 ;1.100 ;837,00;0,00;0,00;14,00
20250602;1;CAN5872;CANX5872F1A;0,00;100,00;99,75;2,67;100,00;N/A;N/A;2.405,36;215,79;-101,98;7.822 ;2.697,00;1.542,00;5.641 ;1.632 ;0 ;0 ;2 ;100,00;927 ;4,00;9 ;1.276 ;824,00;0,00;0,00;38,00
20250602;1;CAN5872;CANX5872F2A;0,00;100,00;99,51;7,09;100,00;N/A;N/A;965,74;114,02;-99,55;2.155 ;84,00;10,00;20.507 ;14.304 ;2.848 ;2 ;0 ;100,00;1.687 ;6,00;13 ;3.175 ;1.806,00;0,00;0,00;61,00
20250602;1;CAN5872;CANX5872F3A;0,00;100,00;99,19;2,56;100,00;N/A;N/A;1.022,78;49,69;-104,50;1.214 ;8.146,00;753,00;2.597 ;2.362 ;486 ;1 ;2 ;100,00;1.055 ;2,00;2 ;1.123 ;819,00;0,00;0,00;72,00
20250602;2;CAN5040;CANX5040F1A;N/A;N/A;100,00;3,85;100,00;N/A;N/A;4.879,18;184,62;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;0,00;0 ;212 ;104,00;0,00;0,00;2,00
20250602;2;CAN5040;CANX5040F2A;0,00;100,00;100,00;0,47;100,00;N/A;N/A;2.876,14;166,99;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;1,00;3 ;573 ;424,00;0,00;0,00;12,00
20250602;2;CAN5100;CANX5100F1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;21,39;3,54;-106,50;97 ;355,00;0,00;0 ;0 ;0 ;0 ;9 ;N/A;778 ;0,00;0 ;48 ;46,00;0,00;0,00;0,00
20250602;2;CAN5100;CANX5100F2A;N/A;N/A;100,00;20,59;N/A;N/A;N/A;55,80;65,62;-105,50;264 ;1.957,00;1.482,00;2.751 ;12 ;0 ;0 ;0 ;N/A;977 ;0,00;0 ;755 ;471,00;0,00;0,00;0,00
20250602;2;CAN5100;CANX5100F3A;0,00;100,00;100,00;1,15;N/A;N/A;N/A;1.504,13;196,21;-101,69;1.609 ;417,00;0,00;1.357 ;6 ;0 ;1 ;0 ;100,00;1.016 ;1,00;2 ;329 ;262,00;0,00;0,00;0,00
20250602;2;CAN5101;CANX5101F1A;N/A;N/A;100,00;1,11;100,00;N/A;N/A;2.627,85;192,54;-106,75;0 ;0,00;44,00;2.973 ;425 ;0 ;19 ;0 ;N/A;1.695 ;0,00;0 ;311 ;180,00;0,00;0,00;3,00
20250602;2;CAN5101;CANX5101F2A;N/A;N/A;99,75;1,00;N/A;N/A;N/A;3.697,69;112,17;-106,75;0 ;1,00;44,00;6.317 ;17.175 ;979 ;0 ;0 ;N/A;1.778 ;0,00;0 ;2.289 ;1.101,00;0,00;0,00;0,00
20250602;2;CAN5101;CANX5101F3A;0,00;N/A;100,00;0,00;N/A;N/A;N/A;2.894,06;18,63;-106,26;0 ;0,00;114,00;2.006 ;178 ;0 ;0 ;1 ;N/A;1.328 ;1,00;0 ;278 ;198,00;0,00;0,00;0,00
20250602;2;CAN5102;CANX5102B1A;N/A;N/A;100,00;2,63;N/A;N/A;N/A;3.282,66;68,02;-107,50;0 ;28,00;35,00;308 ;1 ;0 ;13 ;0 ;N/A;1.288 ;0,00;0 ;53 ;38,00;0,00;0,00;0,00
20250602;2;CAN5102;CANX5102B2A;N/A;N/A;100,00;0,19;N/A;N/A;N/A;1.617,67;135,46;-107,25;0 ;222,00;108,00;357 ;2.570 ;4.116 ;7 ;0 ;N/A;2.609 ;0,00;0 ;722 ;537,00;0,00;0,00;0,00
20250602;2;CAN5102;CANX5102B3A;N/A;N/A;99,43;1,80;N/A;N/A;N/A;1.081,44;217,36;-106,89;0 ;31,00;634,00;6.612 ;1.453 ;0 ;0 ;0 ;N/A;1.272 ;0,00;0 ;289 ;167,00;0,00;0,00;0,00
20250602;2;CAN5102;CANX5102B4A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;138,89;332,88;-107,15;0 ;28,00;0,00;1 ;56 ;61 ;0 ;3 ;N/A;2.409 ;0,00;0 ;28 ;12,00;0,00;0,00;0,00
20250602;2;CAN5102;CANX5102F1A;0,00;100,00;99,06;13,52;100,00;N/A;N/A;155,74;34,73;-105,72;0 ;532,00;2.081,00;2.324 ;2 ;1.689 ;847 ;0 ;100,00;1.840 ;5,00;6 ;1.435 ;540,00;0,00;0,00;140,00
20250602;2;CAN5102;CANX5102F2A;0,00;100,00;99,32;2,80;100,00;N/A;N/A;1.181,97;111,75;-106,18;0 ;73,00;434,00;6.771 ;16.969 ;5.568 ;198 ;0 ;100,00;2.020 ;8,00;10 ;3.249 ;2.214,00;0,00;0,00;58,00
20250602;2;CAN5102;CANX5102F3A;0,00;100,00;99,44;3,15;100,00;N/A;N/A;1.238,43;77,06;-105,75;0 ;43,00;4.266,00;13.258 ;4.744 ;174 ;0 ;0 ;100,00;1.414 ;4,00;5 ;2.443 ;1.652,00;0,00;0,00;32,00
20250602;2;CAN5102;CANX5102F4A;0,00;100,00;100,00;0,64;100,00;N/A;N/A;663,82;115,12;-106,25;0 ;99,00;344,00;6.912 ;6.173 ;90 ;0 ;0 ;100,00;1.741 ;2,00;2 ;1.631 ;936,00;0,00;0,00;4,00
20250602;2;CAN5103;CANX5103F1A;N/A;N/A;100,00;0,63;N/A;N/A;N/A;6.093,66;168,27;-106,50;1.440 ;2.657,00;121,00;22 ;0 ;0 ;0 ;0 ;N/A;632 ;0,00;0 ;426 ;320,00;0,00;0,00;0,00
20250602;2;CAN5103;CANX5103F2A;N/A;N/A;100,00;1,50;N/A;N/A;N/A;3.638,33;259,87;-106,00;11.375 ;7.187,00;425,00;43 ;0 ;0 ;0 ;19 ;N/A;575 ;0,00;1 ;1.891 ;934,00;0,00;0,00;0,00
20250602;2;CAN5104;CANX5104F1A;N/A;100,00;100,00;1,24;100,00;N/A;N/A;1.285,04;83,81;-106,75;43 ;14,00;44,00;7.983 ;74 ;46 ;0 ;0 ;100,00;1.210 ;0,00;2 ;566 ;323,00;0,00;0,00;1,00
20250602;2;CAN5104;CANX5104F2A;N/A;N/A;100,00;22,22;N/A;N/A;N/A;474,27;14,81;-107,00;0 ;0,00;0,00;70 ;418 ;1 ;0 ;0 ;N/A;1.741 ;0,00;0 ;65 ;36,00;0,00;0,00;0,00
20250602;2;CAN5104;CANX5104F3A;N/A;N/A;100,00;2,22;N/A;N/A;N/A;2.871,50;34,13;-106,76;0 ;0,00;0,00;0 ;458 ;45 ;0 ;13 ;N/A;3.029 ;0,00;0 ;62 ;45,00;0,00;0,00;0,00
20250602;2;CAN5105;CANX5105F1A;0,00;100,00;100,00;0,82;100,00;N/A;N/A;3.475,09;72,37;-106,90;4.621 ;1.040,00;2.577,00;2.002 ;778 ;246 ;0 ;0 ;100,00;976 ;2,00;3 ;1.231 ;730,00;0,00;0,00;2,00
20250602;2;CAN5105;CANX5105F2A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0,00;-107,00;0 ;0,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;N/A;0,00;0 ;0 ;0,00;0,00;0,00;0,00
20250602;2;CAN5106;CANX5106F1A;N/A;N/A;100,00;5,88;N/A;N/A;N/A;473,63;76,56;-106,29;0 ;0,00;1.100,00;726 ;2 ;0 ;0 ;720 ;N/A;3.139 ;0,00;0 ;354 ;204,00;0,00;0,00;0,00
20250602;2;CAN5106;CANX5106F2A;0,00;100,00;99,73;3,37;100,00;N/A;N/A;2.643,88;96,65;-105,03;43 ;4.670,00;7.248,00;3.084 ;647 ;5.069 ;331 ;0 ;100,00;1.476 ;5,00;7 ;2.458 ;1.394,00;0,00;0,00;1,00
20250602;2;CAN5106;CANX5106F3A;0,00;100,00;99,74;1,49;N/A;N/A;N/A;3.607,06;156,07;-106,25;0 ;407,00;9.877,00;1.315 ;0 ;19 ;20 ;0 ;100,00;993 ;1,00;2 ;663 ;402,00;0,00;0,00;0,00
20250602;2;CAN5113;CANX5113F1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;7.128,39;465,62;-107,00;10 ;604,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;698 ;0,00;0 ;56 ;31,00;0,00;0,00;0,00
20250602;2;CAN5113;CANX5113F2A;0,00;100,00;97,98;4,12;100,00;N/A;N/A;901,13;68,75;-106,36;43 ;124,00;2.295,00;10.520 ;4.381 ;2.470 ;133 ;0 ;100,00;1.814 ;2,00;6 ;1.793 ;1.093,00;0,00;0,00;165,00
20250602;2;CAN5113;CANX5113F3A;50,00;100,00;99,77;2,26;100,00;N/A;N/A;2.132,58;72,75;-106,64;124 ;390,00;12.251,00;2.199 ;1.458 ;8.288 ;2.897 ;0 ;N/A;1.986 ;2,00;3 ;2.086 ;1.282,00;0,00;0,00;16,00
20250602;2;CAN5114;CANX5114F1A;N/A;N/A;98,40;1,29;N/A;N/A;N/A;2.205,77;187,33;-106,50;66 ;387,00;73,00;3.030 ;0 ;0 ;75 ;0 ;N/A;1.181 ;0,00;0 ;252 ;155,00;0,00;0,00;0,00
20250602;2;CAN5114;CANX5114F2A;N/A;N/A;100,00;2,00;N/A;N/A;N/A;1.291,97;92,93;-106,95;39 ;40,00;312,00;85 ;47 ;33 ;50 ;0 ;N/A;1.297 ;0,00;0 ;79 ;50,00;0,00;0,00;0,00
20250602;2;CAN5114;CANX5114F3A;0,00;100,00;99,48;4,66;100,00;N/A;N/A;676,12;56,83;-106,50;13 ;91,00;2.186,00;5.949 ;4.829 ;256 ;2.957 ;5 ;N/A;2.073 ;3,00;6 ;1.128 ;515,00;0,00;0,00;105,00
20250602;2;CAN5114;CANX5114F4A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;168,39;239,17;-107,00;66 ;40,00;33,00;202 ;0 ;0 ;0 ;0 ;N/A;957 ;0,00;0 ;33 ;19,00;0,00;0,00;0,00
20250602;2;CAN5115;CANX5115F1A;N/A;N/A;99,72;2,08;100,00;N/A;N/A;6.734,22;137,50;-106,97;0 ;7.016,00;5.590,00;253 ;0 ;0 ;2.574 ;0 ;N/A;1.481 ;0,00;0 ;1.240 ;722,00;0,00;0,00;3,00
20250602;2;CAN5115;CANX5115F2A;0,00;N/A;100,00;0,38;100,00;N/A;N/A;1.916,54;79,02;-106,33;28 ;4.186,00;2.058,00;457 ;3.784 ;0 ;630 ;0 ;N/A;1.710 ;1,00;0 ;1.075 ;531,00;0,00;0,00;146,00
20250602;2;CAN5115;CANX5115F3A;0,00;100,00;99,74;6,81;100,00;N/A;N/A;1.415,18;76,23;-102,50;0 ;43,00;51,00;3.987 ;2.070 ;6.729 ;46 ;0 ;N/A;2.328 ;1,00;2 ;1.309 ;543,00;0,00;0,00;17,00
20250602;2;CAN5115;CANX5115F4A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;2.839,65;111,82;-106,68;2 ;3.420,00;168,00;1.901 ;2 ;0 ;0 ;0 ;N/A;875 ;0,00;0 ;530 ;350,00;0,00;0,00;0,00
20250602;2;CAN5753;CANX5753F1A;0,00;100,00;99,03;1,62;100,00;N/A;N/A;2.288,34;41,09;-106,50;0 ;0,00;1.094,00;783 ;4.576 ;759 ;0 ;0 ;100,00;1.728 ;3,00;6 ;600 ;431,00;0,00;0,00;23,00
20250602;2;CAN5753;CANX5753F2A;N/A;N/A;99,63;2,02;100,00;N/A;N/A;4.002,29;192,45;-105,31;1 ;606,00;162,00;12.179 ;822 ;1 ;0 ;0 ;N/A;1.382 ;0,00;0 ;1.325 ;891,00;0,00;0,00;3,00
20250602;2;CAN5754;CANX5754F1A;0,00;100,00;100,00;1,07;100,00;N/A;N/A;607,66;94,65;-106,25;0 ;7,00;29,00;4.942 ;1.806 ;2.944 ;283 ;0 ;100,00;1.931 ;1,00;3 ;967 ;749,00;0,00;0,00;12,00
20250602;2;CAN5848;CANX5848F1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;1.300,83;190,26;-107,00;442 ;10.611,00;146,00;0 ;0 ;0 ;0 ;0 ;N/A;696 ;0,00;0 ;172 ;160,00;0,00;0,00;0,00
20250602;2;CAN5848;CANX5848F2A;N/A;N/A;100,00;0,00;100,00;N/A;N/A;4.570,34;170,41;-107,25;1.820 ;1.098,00;1,00;0 ;0 ;0 ;0 ;0 ;N/A;556 ;0,00;0 ;349 ;205,00;0,00;0,00;1,00
20250602;2;CAN5848;CANX5848F3A;0,00;100,00;99,28;2,03;100,00;N/A;N/A;1.316,79;124,22;-107,00;788 ;1.621,00;216,00;1.101 ;5.703 ;3.827 ;11 ;0 ;N/A;2.134 ;1,00;2 ;1.164 ;838,00;0,00;0,00;3,00
20250602;2;CAN5868;CANX5868F1A;N/A;N/A;100,00;0,00;100,00;N/A;N/A;1.242,45;215,16;-106,75;2 ;1.529,00;615,00;3.076 ;0 ;39 ;0 ;0 ;N/A;1.022 ;0,00;0 ;600 ;520,00;0,00;0,00;3,00
20250602;2;CAN5868;CANX5868F2A;0,00;100,00;100,00;1,69;100,00;N/A;N/A;1.042,06;101,32;-106,50;21 ;600,00;5.669,00;981 ;22 ;0 ;0 ;0 ;100,00;951 ;3,00;5 ;1.160 ;769,00;0,00;0,00;5,00
20250602;2;CAN5870;CANX5870F1A;N/A;N/A;99,44;1,19;N/A;N/A;N/A;663,22;63,44;-106,99;171 ;1.171,00;387,00;115 ;2 ;5 ;0 ;0 ;N/A;789 ;0,00;0 ;267 ;168,00;0,00;0,00;0,00
20250602;2;CAN5870;CANX5870F2A;0,00;100,00;100,00;3,23;100,00;N/A;N/A;870,26;32,36;-106,25;58 ;434,00;132,00;1 ;2 ;654 ;0 ;0 ;100,00;1.854 ;1,00;2 ;178 ;124,00;0,00;0,00;13,00
20250602;2;CAN5870;CANX5870F3A;N/A;N/A;99,42;0,76;N/A;N/A;N/A;376,47;80,75;-106,47;1.343 ;2.285,00;697,00;122 ;522 ;6.596 ;0 ;0 ;N/A;2.024 ;0,00;0 ;990 ;789,00;0,00;0,00;0,00
20250602;2;CAN5872;CANX5872F1A;0,00;100,00;100,00;1,04;100,00;N/A;N/A;986,39;107,76;-102,00;3.117 ;2.612,00;1.397,00;2.807 ;3.455 ;0 ;0 ;12 ;100,00;1.102 ;7,00;15 ;1.097 ;766,00;0,00;0,00;23,00
20250602;2;CAN5872;CANX5872F2A;0,00;100,00;99,67;5,23;100,00;N/A;N/A;560,76;125,26;-99,51;2.010 ;148,00;10,00;16.447 ;15.061 ;2.787 ;32 ;0 ;100,00;1.709 ;6,00;14 ;2.663 ;1.645,00;0,00;0,00;16,00
20250602;2;CAN5872;CANX5872F3A;0,00;100,00;100,00;1,32;100,00;N/A;N/A;1.011,94;67,36;-104,56;1.299 ;8.035,00;1.114,00;2.235 ;1.291 ;514 ;4 ;44 ;100,00;999 ;2,00;4 ;1.019 ;759,00;0,00;0,00;8,00
20250602;3;CAN5040;CANX5040F1A;N/A;N/A;100,00;1,25;100,00;N/A;N/A;2.248,56;44,29;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;0,00;1 ;133 ;80,00;0,00;0,00;1,00
20250602;3;CAN5040;CANX5040F2A;N/A;N/A;97,53;0,90;N/A;N/A;N/A;1.279,39;96,74;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;0,00;0 ;414 ;332,00;0,00;0,00;0,00
20250602;3;CAN5100;CANX5100F1A;N/A;N/A;100,00;2,22;N/A;N/A;N/A;15,80;12,76;-106,50;73 ;468,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;670 ;0,00;0 ;52 ;45,00;0,00;0,00;0,00
20250602;3;CAN5100;CANX5100F2A;N/A;N/A;100,00;7,41;N/A;N/A;N/A;134,28;79,31;-105,50;338 ;4.772,00;2.553,00;1.132 ;360 ;0 ;0 ;0 ;N/A;861 ;0,00;0 ;781 ;526,00;0,00;0,00;0,00
20250602;3;CAN5100;CANX5100F3A;0,00;100,00;99,24;0,31;100,00;N/A;N/A;3.166,95;218,62;-101,65;2.178 ;480,00;0,00;312 ;2.649 ;1 ;0 ;0 ;100,00;1.167 ;1,00;2 ;455 ;322,00;0,00;0,00;1,00
20250602;3;CAN5101;CANX5101F1A;N/A;N/A;100,00;5,17;N/A;N/A;N/A;303,50;192,37;-106,75;0 ;0,00;15,00;922 ;337 ;0 ;13 ;0 ;N/A;1.541 ;0,00;0 ;132 ;116,00;0,00;0,00;0,00
20250602;3;CAN5101;CANX5101F2A;N/A;N/A;100,00;0,64;N/A;N/A;N/A;4.071,03;157,38;-106,75;1 ;3,00;66,00;7.659 ;15.500 ;331 ;0 ;0 ;N/A;1.744 ;0,00;0 ;2.425 ;1.242,00;0,00;0,00;0,00
20250602;3;CAN5101;CANX5101F3A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;8.477,93;63,82;-106,28;0 ;1,00;146,00;3.937 ;95 ;0 ;0 ;0 ;N/A;1.353 ;0,00;0 ;457 ;255,00;0,00;0,00;0,00
20250602;3;CAN5102;CANX5102B1A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;266,06;51,77;-107,50;0 ;36,00;43,00;225 ;55 ;2 ;0 ;0 ;N/A;1.256 ;0,00;0 ;35 ;29,00;0,00;0,00;0,00
20250602;3;CAN5102;CANX5102B2A;N/A;N/A;100,00;0,25;N/A;N/A;N/A;851,69;73,86;-107,25;0 ;94,00;87,00;271 ;1.469 ;3.080 ;16 ;0 ;N/A;2.647 ;0,00;0 ;501 ;407,00;0,00;0,00;0,00
20250602;3;CAN5102;CANX5102B3A;N/A;N/A;100,00;1,57;N/A;N/A;N/A;232,69;138,96;-107,00;0 ;28,00;251,00;7.343 ;426 ;0 ;0 ;0 ;N/A;1.231 ;0,00;0 ;210 ;127,00;0,00;0,00;0,00
20250602;3;CAN5102;CANX5102B4A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;808,09;335,28;-107,25;0 ;24,00;1,00;8 ;150 ;20 ;0 ;0 ;N/A;1.964 ;0,00;0 ;25 ;14,00;0,00;0,00;0,00
20250602;3;CAN5102;CANX5102F1A;N/A;N/A;99,64;7,42;N/A;N/A;N/A;1.755,38;48,91;-105,75;0 ;600,00;1.868,00;3.384 ;688 ;938 ;1.058 ;0 ;N/A;1.780 ;0,00;0 ;1.384 ;539,00;0,00;0,00;0,00
20250602;3;CAN5102;CANX5102F2A;0,00;100,00;99,73;1,66;100,00;N/A;N/A;1.400,59;109,73;-106,25;0 ;38,00;169,00;5.793 ;18.662 ;4.680 ;126 ;0 ;N/A;2.019 ;2,00;4 ;3.070 ;2.166,00;0,00;0,00;10,00
20250602;3;CAN5102;CANX5102F3A;0,00;100,00;99,75;2,00;100,00;N/A;N/A;1.721,41;64,78;-105,75;0 ;347,00;4.252,00;13.222 ;5.227 ;202 ;6 ;0 ;100,00;1.401 ;9,00;16 ;2.515 ;1.648,00;0,00;0,00;7,00
20250602;3;CAN5102;CANX5102F4A;N/A;N/A;100,00;0,59;N/A;N/A;N/A;942,71;197,22;-106,25;0 ;68,00;754,00;6.914 ;5.885 ;156 ;0 ;0 ;N/A;1.681 ;0,00;0 ;1.533 ;846,00;0,00;0,00;0,00
20250602;3;CAN5103;CANX5103F1A;N/A;N/A;100,00;1,67;N/A;N/A;N/A;821,18;226,57;-106,50;1.182 ;2.325,00;373,00;187 ;0 ;0 ;0 ;0 ;N/A;677 ;0,00;0 ;393 ;299,00;0,00;0,00;0,00
20250602;3;CAN5103;CANX5103F2A;N/A;N/A;100,00;0,88;N/A;N/A;N/A;3.026,04;160,12;-106,00;10.657 ;6.102,00;307,00;29 ;0 ;0 ;0 ;0 ;N/A;561 ;0,00;0 ;1.765 ;1.024,00;0,00;0,00;0,00
20250602;3;CAN5104;CANX5104F1A;N/A;N/A;100,00;0,68;N/A;N/A;N/A;548,36;103,59;-106,75;28 ;0,00;19,00;5.139 ;94 ;103 ;8 ;0 ;N/A;1.291 ;0,00;0 ;393 ;292,00;0,00;0,00;0,00
20250602;3;CAN5104;CANX5104F2A;N/A;N/A;100,00;19,05;N/A;N/A;N/A;390,97;42,34;-107,00;0 ;0,00;0,00;53 ;328 ;3 ;0 ;0 ;N/A;1.764 ;0,00;0 ;40 ;21,00;0,00;0,00;0,00
20250602;3;CAN5104;CANX5104F3A;N/A;N/A;100,00;14,29;N/A;N/A;N/A;120,02;29,38;-106,85;0 ;0,00;0,00;0 ;191 ;0 ;0 ;0 ;N/A;2.925 ;0,00;0 ;31 ;21,00;0,00;0,00;0,00
20250602;3;CAN5105;CANX5105F1A;0,00;N/A;100,00;0,15;100,00;N/A;N/A;6.004,02;123,89;-106,85;2.682 ;1.988,00;2.008,00;1.781 ;1.042 ;406 ;0 ;0 ;N/A;1.124 ;1,00;1 ;1.148 ;658,00;0,00;0,00;1,00
20250602;3;CAN5105;CANX5105F2A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0,00;-107,00;0 ;0,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;N/A;0,00;0 ;0 ;0,00;0,00;0,00;0,00
20250602;3;CAN5106;CANX5106F1A;N/A;N/A;100,00;1,06;N/A;N/A;N/A;90,34;40,77;-106,44;0 ;0,00;588,00;624 ;0 ;1 ;0 ;0 ;N/A;1.058 ;0,00;0 ;132 ;94,00;0,00;0,00;0,00
20250602;3;CAN5106;CANX5106F2A;0,00;100,00;99,20;4,86;N/A;N/A;N/A;2.818,81;142,71;-105,42;28 ;838,00;5.954,00;3.112 ;1.213 ;5.196 ;287 ;0 ;100,00;1.720 ;4,00;7 ;1.971 ;1.029,00;0,00;0,00;0,00
20250602;3;CAN5106;CANX5106F3A;0,00;100,00;100,00;1,74;N/A;N/A;N/A;1.579,73;83,17;-106,30;0 ;407,00;10.044,00;609 ;0 ;0 ;21 ;0 ;N/A;959 ;2,00;2 ;623 ;402,00;0,00;0,00;0,00
20250602;3;CAN5113;CANX5113F1A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0,00;-107,00;0 ;0,00;0,00;0 ;0 ;0 ;0 ;0 ;N/A;N/A;0,00;0 ;0 ;0,00;0,00;0,00;0,00
20250602;3;CAN5113;CANX5113F2A;0,00;N/A;98,71;2,10;100,00;N/A;N/A;3.010,39;92,01;-106,50;18 ;16,00;175,00;11.727 ;3.721 ;3.900 ;111 ;0 ;N/A;1.930 ;1,00;1 ;1.641 ;1.095,00;0,00;0,00;10,00
20250602;3;CAN5113;CANX5113F3A;N/A;N/A;99,78;0,66;100,00;N/A;N/A;581,16;42,12;-106,74;33 ;328,00;10.568,00;980 ;820 ;3.949 ;4.554 ;0 ;N/A;2.143 ;0,00;0 ;1.513 ;1.061,00;0,00;0,00;12,00
20250602;3;CAN5114;CANX5114F1A;N/A;N/A;100,00;2,16;N/A;N/A;N/A;1.250,99;161,32;-106,50;62 ;384,00;63,00;1.286 ;0 ;0 ;38 ;0 ;N/A;1.116 ;0,00;0 ;230 ;185,00;0,00;0,00;0,00
20250602;3;CAN5114;CANX5114F2A;N/A;N/A;100,00;13,33;N/A;N/A;N/A;523,78;67,59;-107,00;43 ;0,00;164,00;218 ;15 ;39 ;32 ;0 ;N/A;1.384 ;0,00;0 ;66 ;45,00;0,00;0,00;0,00
20250602;3;CAN5114;CANX5114F3A;0,00;N/A;99,36;1,48;100,00;N/A;N/A;1.900,60;134,18;-106,51;1 ;162,00;4.059,00;6.908 ;4.810 ;95 ;3.077 ;5 ;N/A;1.938 ;3,00;0 ;1.201 ;542,00;0,00;0,00;65,00
20250602;3;CAN5114;CANX5114F4A;N/A;N/A;100,00;0,00;N/A;N/A;N/A;1.513,68;315,37;-107,00;86 ;40,00;19,00;572 ;0 ;0 ;0 ;0 ;N/A;1.053 ;0,00;0 ;81 ;27,00;0,00;0,00;0,00
20250602;3;CAN5115;CANX5115F1A;N/A;N/A;99,57;0,70;N/A;N/A;N/A;6.214,26;184,86;-107,00;0 ;7.021,00;6.035,00;319 ;0 ;0 ;5.017 ;1 ;N/A;1.909 ;0,00;0 ;1.373 ;859,00;0,00;0,00;0,00
20250602;3;CAN5115;CANX5115F2A;0,00;100,00;100,00;0,39;100,00;N/A;N/A;1.666,92;310,02;-106,47;86 ;5.275,00;2.157,00;4.343 ;636 ;0 ;177 ;0 ;100,00;1.052 ;5,00;9 ;775 ;509,00;0,00;0,00;81,00
20250602;3;CAN5115;CANX5115F3A;N/A;N/A;99,49;4,99;100,00;N/A;N/A;2.302,39;92,29;-102,50;0 ;64,00;45,00;5.256 ;1.948 ;6.914 ;12 ;0 ;N/A;2.253 ;0,00;0 ;1.278 ;501,00;0,00;0,00;2,00
20250602;3;CAN5115;CANX5115F4A;N/A;N/A;100,00;0,24;N/A;N/A;N/A;1.723,64;122,81;-106,75;0 ;3.511,00;166,00;3.362 ;0 ;0 ;0 ;0 ;N/A;933 ;0,00;0 ;631 ;425,00;0,00;0,00;0,00
20250602;3;CAN5753;CANX5753F1A;0,00;100,00;100,00;6,43;100,00;N/A;N/A;376,02;19,07;-106,50;0 ;0,00;318,00;940 ;2.767 ;853 ;0 ;0 ;N/A;1.864 ;4,00;8 ;498 ;389,00;0,00;0,00;5,00
