DIA;HORA;SITE;3G_UTRANCELL;VOICE DROP CALL RATE: E3GD003: % RAB Drop Voice;VOICE CALL SETUP SUCCESS RATE FOR FAST DORMANCY: E3GVSS012: % CSSR;CALL SETUP SUCCESS RATE PS (R99+HS) FOR FAST DORMANCY: E3GSSPS012: % CSSR PS;PS DROP CALL RATE (R99+HS): E3GPSD003: % RAB Drop PS;SOFT HANDOVER(EXCL. PREP): E3GSH001 - Voice Sho Success Ratio;INTERFREQUENCY HARD HANDOVER SUCCESS (EXCL. PREP): E3GHH001: Cs Interfrequency Hard Handover Success Ratio;VOICE IRAT 3G TO 2G: E3GTO2G002: Irat 3g To 2g Voice Handover (Excluding Preparation);THROUGHPUT (KBPS): E3GT002: User Troughput (Kbps);THROUGHPUT (KBPS): E3GT003: UL User Throughput (Kbps);3G_QF_RSSI_UL(dBm);TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.7 Km);TP6 (3.7 - 6.2 Km);TP7 (6.2 - 14.0 Km);TP8 (>14.0 Km);INTEROPERABILITY WITH 4G: E3GI4G001: Cssr Csfb;3G_MeanDistance(#);3G.RAB.DROP.VOICE.ATTEMPS;3G.CSSR.CS.ATTEMPS;3G.CSSR.PS.ATTEMPS;3G.RAB.DROP.PS.ATTEMPS;3G.INTER.ATTEMPS;3G.TO.2G.ATTEMPS;3G.HO.ATTEMPS
20250604;20;CAN5115;CANX5115F3A;1,72;100,00;91,65;8,57;99,94;N/A;N/A;1.609,44;117,22;-102,75;0 ;10,00;99,00;10.012 ;6.911 ;3.667 ;879 ;6 ;100,00;2.109 ;58,00;77 ;2.790 ;1.576,00;0,00;0,00;1.700,00
20250604;20;CAN5115;CANX5115F4A;0,00;100,00;99,51;3,37;100,00;N/A;N/A;1.198,87;145,40;-106,75;268 ;1.366,00;423,00;2.771 ;50 ;10 ;3 ;61 ;100,00;1.120 ;7,00;13 ;469 ;267,00;0,00;0,00;105,00
20250604;20;CAN5753;CANX5753F1A;0,00;100,00;99,81;3,86;99,89;N/A;N/A;2.017,32;168,95;-106,25;0 ;71,00;460,00;4.462 ;3.595 ;2.679 ;4 ;62 ;100,00;1.926 ;46,00;87 ;1.612 ;959,00;0,00;0,00;889,00
20250604;20;CAN5753;CANX5753F2A;0,00;100,00;99,62;1,64;100,00;N/A;100,00;2.413,52;172,83;-105,25;6 ;684,00;463,00;14.912 ;468 ;0 ;284 ;0 ;100,00;1.428 ;35,00;47 ;1.672 ;977,00;0,00;1,00;207,00
20250604;20;CAN5754;CANX5754F1A;0,00;98,31;99,14;2,08;100,00;N/A;100,00;3.808,30;99,39;-106,25;0 ;1.067,00;340,00;6.859 ;547 ;3.879 ;418 ;0 ;98,21;1.882 ;58,00;118 ;1.303 ;819,00;0,00;1,00;964,00
20250604;20;CAN5848;CANX5848F1A;0,00;100,00;100,00;2,50;100,00;N/A;N/A;1.856,03;134,28;-107,00;1.811 ;12.141,00;817,00;42 ;0 ;0 ;1 ;0 ;100,00;688 ;13,00;15 ;748 ;440,00;0,00;0,00;150,00
20250604;20;CAN5848;CANX5848F2A;0,00;100,00;100,00;1,75;100,00;N/A;N/A;816,23;122,97;-107,25;2.124 ;732,00;10,00;0 ;78 ;23 ;52 ;6 ;100,00;674 ;8,00;12 ;327 ;229,00;0,00;0,00;77,00
20250604;20;CAN5848;CANX5848F3A;0,00;100,00;99,01;6,43;100,00;N/A;N/A;612,34;44,45;-106,75;1.327 ;3.290,00;382,00;392 ;19.424 ;7.942 ;354 ;471 ;100,00;1.984 ;37,00;56 ;3.405 ;1.991,00;0,00;0,00;982,00
20250604;20;CAN5868;CANX5868F1A;0,00;100,00;99,57;1,08;100,00;N/A;N/A;3.342,35;137,60;-106,75;1.218 ;9.845,00;3.988,00;5.462 ;10 ;50 ;0 ;0 ;100,00;865 ;18,00;26 ;1.723 ;1.019,00;0,00;0,00;299,00
20250604;20;CAN5868;CANX5868F2A;0,00;100,00;99,74;1,93;100,00;N/A;100,00;1.230,46;158,55;-106,50;1.401 ;7.674,00;11.938,00;3.731 ;74 ;397 ;9 ;0 ;100,00;912 ;45,00;96 ;2.961 ;1.501,00;0,00;1,00;1.069,00
20250604;20;CAN5870;CANX5870F1A;2,33;100,00;98,24;7,31;100,00;N/A;N/A;948,94;76,94;-106,75;3.039 ;6.768,00;1.741,00;108 ;36 ;93 ;142 ;1 ;100,00;743 ;43,00;80 ;1.037 ;602,00;0,00;0,00;685,00
20250604;20;CAN5870;CANX5870F2A;0,00;100,00;98,01;5,60;100,00;N/A;N/A;1.174,76;41,26;-106,00;674 ;119,00;404,00;104 ;6 ;1.344 ;1 ;11 ;100,00;1.851 ;7,00;17 ;355 ;232,00;0,00;0,00;179,00
20250604;20;CAN5870;CANX5870F3A;0,00;100,00;100,00;2,33;100,00;N/A;N/A;965,60;41,70;-106,25;3.225 ;2.498,00;370,00;313 ;411 ;2.237 ;10 ;0 ;100,00;1.256 ;22,00;28 ;1.208 ;602,00;0,00;0,00;594,00
20250604;20;CAN5872;CANX5872F1A;0,00;100,00;99,66;2,79;100,00;N/A;N/A;1.440,99;97,59;-103,50;4.840 ;6.538,00;8.125,00;4.980 ;5.833 ;97 ;0 ;198 ;100,00;1.099 ;82,00;180 ;3.063 ;1.757,00;0,00;0,00;1.013,00
20250604;20;CAN5872;CANX5872F2A;2,73;100,00;99,40;5,93;100,00;N/A;100,00;567,08;70,44;-104,00;7.354 ;433,00;69,00;18.392 ;22.914 ;16.516 ;11 ;0 ;100,00;1.940 ;110,00;152 ;5.541 ;3.017,00;0,00;1,00;2.137,00
20250604;20;CAN5872;CANX5872F3A;1,61;100,00;99,55;3,40;100,00;N/A;N/A;1.032,74;81,91;-105,00;1.208 ;12.681,00;4.385,00;4.911 ;1.746 ;2.603 ;41 ;0 ;100,00;1.130 ;62,00;115 ;2.497 ;1.470,00;0,00;0,00;753,00
20250604;21;CAN5040;CANX5040F1A;0,00;100,00;99,18;4,83;100,00;N/A;N/A;3.109,44;188,22;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;13,00;19 ;1.302 ;518,00;0,00;0,00;284,00
20250604;21;CAN5040;CANX5040F2A;0,00;100,00;99,39;3,29;100,00;N/A;N/A;2.338,07;153,51;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;17,00;27 ;1.389 ;578,00;0,00;0,00;228,00
20250604;21;CAN5100;CANX5100F1A;0,00;100,00;100,00;3,10;100,00;N/A;N/A;634,87;58,82;-106,51;369 ;489,00;17,00;1 ;28 ;20 ;388 ;161 ;100,00;2.094 ;10,00;19 ;194 ;129,00;0,00;0,00;20,00
20250604;21;CAN5100;CANX5100F2A;0,00;100,00;100,00;1,49;100,00;N/A;N/A;3.563,93;109,66;-105,92;332 ;1.010,00;2.386,00;1.908 ;110 ;11 ;589 ;0 ;100,00;1.163 ;22,00;34 ;627 ;402,00;0,00;0,00;268,00
20250604;21;CAN5100;CANX5100F3A;0,00;100,00;98,54;4,15;100,00;N/A;N/A;2.302,31;146,50;-105,06;2.707 ;52,00;7,00;121 ;336 ;214 ;399 ;0 ;100,00;1.223 ;10,00;16 ;408 ;217,00;0,00;0,00;214,00
20250604;21;CAN5101;CANX5101F1A;0,00;100,00;98,69;9,96;100,00;N/A;N/A;323,92;50,48;-107,00;15 ;33,00;4,00;435 ;2.783 ;1 ;159 ;324 ;100,00;2.483 ;17,00;24 ;464 ;261,00;0,00;0,00;301,00
20250604;21;CAN5101;CANX5101F2A;0,00;100,00;99,22;1,95;71,11;N/A;N/A;1.806,37;201,63;-106,75;9 ;187,00;224,00;4.174 ;19.551 ;4.031 ;17 ;0 ;100,00;1.889 ;40,00;61 ;2.406 ;1.382,00;0,00;0,00;45,00
20250604;21;CAN5101;CANX5101F3A;0,00;100,00;99,34;1,47;100,00;N/A;N/A;2.448,15;71,76;-106,50;0 ;2,00;239,00;2.764 ;2.918 ;16 ;23 ;38 ;100,00;1.554 ;10,00;19 ;651 ;340,00;0,00;0,00;214,00
20250604;21;CAN5102;CANX5102B1A;0,00;100,00;99,29;1,03;100,00;N/A;N/A;1.936,37;376,90;-107,50;0 ;107,00;1.629,00;5.615 ;349 ;76 ;889 ;0 ;N/A;1.657 ;8,00;12 ;829 ;387,00;0,00;0,00;18,00
20250604;21;CAN5102;CANX5102B2A;0,00;91,67;99,70;1,03;100,00;100,00;N/A;3.778,11;489,24;-107,25;0 ;127,00;3.542,00;4.937 ;5.022 ;6.652 ;130 ;0 ;100,00;1.956 ;8,00;18 ;1.929 ;1.262,00;3,00;0,00;62,00
20250604;21;CAN5102;CANX5102B3A;0,00;100,00;99,74;1,54;100,00;100,00;N/A;4.771,08;441,69;-106,75;0 ;19,00;1.650,00;10.646 ;12.634 ;39 ;288 ;0 ;N/A;1.586 ;21,00;23 ;2.231 ;1.232,00;1,00;0,00;83,00
20250604;21;CAN5102;CANX5102B4A;0,00;N/A;92,86;3,33;100,00;N/A;N/A;427,93;567,65;-106,68;0 ;0,00;86,00;628 ;767 ;757 ;28 ;11 ;N/A;2.221 ;1,00;1 ;215 ;150,00;0,00;0,00;2,00
20250604;21;CAN5102;CANX5102F1A;0,00;100,00;98,51;5,21;100,00;N/A;N/A;848,90;43,06;-105,75;0 ;688,00;4.038,00;8.863 ;1.193 ;943 ;4.443 ;0 ;100,00;1.920 ;55,00;87 ;2.690 ;1.286,00;0,00;0,00;569,00
20250604;21;CAN5102;CANX5102F2A;1,03;99,28;97,53;4,61;99,97;100,00;N/A;437,91;80,71;-106,25;0 ;22,00;3.501,00;12.398 ;32.055 ;7.992 ;2.774 ;0 ;100,00;2.074 ;194,00;282 ;7.104 ;3.841,00;2,00;0,00;6.336,00
20250604;21;CAN5102;CANX5102F3A;0,48;100,00;99,20;3,45;100,00;N/A;N/A;1.096,50;73,49;-105,00;0 ;460,00;4.089,00;41.059 ;11.701 ;1.707 ;66 ;0 ;100,00;1.442 ;207,00;345 ;6.075 ;3.655,00;0,00;0,00;3.990,00
20250604;21;CAN5102;CANX5102F4A;0,00;100,00;93,89;2,10;100,00;N/A;N/A;2.423,03;106,11;-106,00;0 ;370,00;1.925,00;15.724 ;9.720 ;243 ;32 ;0 ;100,00;1.707 ;40,00;62 ;2.928 ;1.526,00;0,00;0,00;940,00
20250604;21;CAN5103;CANX5103F1A;0,00;100,00;88,34;0,30;100,00;N/A;N/A;2.932,56;202,78;-106,50;1.046 ;4.732,00;275,00;21 ;1 ;0 ;0 ;0 ;100,00;674 ;36,00;69 ;604 ;329,00;0,00;0,00;742,00
20250604;21;CAN5103;CANX5103F2A;0,00;100,00;99,14;3,46;100,00;N/A;N/A;2.861,60;106,61;-106,00;2.076 ;4.470,00;6.128,00;830 ;0 ;14 ;419 ;663 ;100,00;1.235 ;35,00;55 ;1.263 ;780,00;0,00;0,00;625,00
20250604;21;CAN5104;CANX5104F1A;0,00;100,00;98,24;0,50;100,00;N/A;N/A;890,93;82,11;-106,75;43 ;46,00;306,00;5.044 ;486 ;164 ;137 ;0 ;100,00;1.427 ;9,00;17 ;520 ;402,00;0,00;0,00;236,00
20250604;21;CAN5104;CANX5104F2A;0,00;100,00;98,73;17,12;100,00;N/A;N/A;502,71;62,13;-106,75;0 ;0,00;82,00;302 ;705 ;135 ;231 ;2 ;100,00;2.266 ;5,00;4 ;197 ;111,00;0,00;0,00;94,00
20250604;21;CAN5104;CANX5104F3A;N/A;N/A;100,00;8,89;100,00;N/A;N/A;100,83;29,42;-106,75;0 ;0,00;1,00;88 ;1.501 ;135 ;24 ;100 ;N/A;3.092 ;0,00;0 ;244 ;135,00;0,00;0,00;16,00
20250604;21;CAN5105;CANX5105F1A;0,00;100,00;99,62;3,51;100,00;N/A;N/A;1.671,51;118,68;-106,75;3.774 ;3.106,00;6.007,00;6.967 ;1.035 ;2.878 ;17 ;1 ;100,00;1.278 ;74,00;146 ;2.583 ;1.480,00;0,00;0,00;394,00
20250604;21;CAN5105;CANX5105F2A;N/A;N/A;N/A;0,00;100,00;N/A;N/A;0,30;217,60;-106,75;0 ;1,00;1,00;0 ;0 ;0 ;0 ;0 ;N/A;819 ;0,00;0 ;0 ;1,00;0,00;0,00;1,00
20250604;21;CAN5106;CANX5106F1A;0,00;100,00;99,48;8,64;100,00;N/A;N/A;962,12;71,21;-106,50;708 ;99,00;1.619,00;3.929 ;5 ;140 ;1.614 ;8.286 ;100,00;4.654 ;17,00;27 ;1.907 ;914,00;0,00;0,00;95,00
20250604;21;CAN5106;CANX5106F2A;0,00;100,00;98,70;5,39;100,00;N/A;100,00;1.716,98;108,66;-105,75;134 ;3.360,00;9.818,00;7.909 ;1.216 ;10.770 ;3.670 ;165 ;100,00;1.932 ;90,00;137 ;3.769 ;1.836,00;0,00;1,00;534,00
20250604;21;CAN5106;CANX5106F3A;0,00;100,00;99,65;5,61;100,00;N/A;100,00;2.433,04;112,74;-105,85;11 ;3.627,00;8.828,00;1.382 ;4 ;1 ;978 ;72 ;100,00;1.145 ;17,00;24 ;1.008 ;481,00;0,00;1,00;170,00
20250604;21;CAN5113;CANX5113F1A;0,00;100,00;100,00;0,00;100,00;N/A;N/A;807,03;132,34;-107,00;213 ;63,00;0,00;0 ;5 ;0 ;5 ;2 ;100,00;691 ;4,00;6 ;33 ;22,00;0,00;0,00;32,00
20250604;21;CAN5113;CANX5113F2A;0,00;100,00;97,08;2,56;100,00;N/A;N/A;2.357,40;81,08;-106,50;101 ;228,00;1.297,00;9.970 ;8.181 ;7.788 ;590 ;1 ;100,00;2.039 ;76,00;103 ;3.142 ;1.721,00;0,00;0,00;2.011,00
20250604;21;CAN5113;CANX5113F3A;5,88;100,00;98,83;11,19;100,00;N/A;N/A;593,13;58,06;-106,75;272 ;433,00;4.500,00;8.994 ;7.342 ;6.194 ;1.353 ;10 ;100,00;1.938 ;51,00;65 ;3.763 ;2.101,00;0,00;0,00;881,00
20250604;21;CAN5114;CANX5114F1A;0,00;100,00;99,45;2,27;100,00;N/A;N/A;2.856,45;126,88;-106,50;455 ;812,00;460,00;1.401 ;16 ;0 ;354 ;0 ;100,00;1.341 ;3,00;5 ;404 ;220,00;0,00;0,00;134,00
20250604;21;CAN5114;CANX5114F2A;14,29;100,00;99,44;1,18;100,00;N/A;N/A;1.225,88;177,87;-106,75;121 ;427,00;662,00;941 ;116 ;62 ;12 ;0 ;100,00;1.075 ;7,00;7 ;313 ;170,00;0,00;0,00;404,00
20250604;21;CAN5114;CANX5114F3A;2,50;100,00;99,07;6,35;100,00;N/A;100,00;1.000,16;113,60;-106,50;6 ;192,00;7.182,00;4.641 ;3.948 ;6.450 ;2.957 ;66 ;100,00;2.176 ;40,00;49 ;2.594 ;1.432,00;0,00;1,00;585,00
20250604;21;CAN5114;CANX5114F4A;0,00;100,00;98,70;1,12;100,00;N/A;N/A;1.531,60;485,89;-107,00;419 ;567,00;403,00;216 ;0 ;0 ;3 ;36 ;100,00;911 ;4,00;5 ;176 ;89,00;0,00;0,00;96,00
20250604;21;CAN5115;CANX5115F1A;0,00;100,00;99,83;3,22;100,00;N/A;100,00;893,96;190,37;-107,00;33 ;1.721,00;7.331,00;794 ;70 ;0 ;8.055 ;29 ;100,00;2.672 ;37,00;77 ;2.129 ;1.243,00;0,00;1,00;768,00
20250604;21;CAN5115;CANX5115F2A;4,65;100,00;99,90;2,07;100,00;N/A;100,00;1.437,84;209,32;-106,25;143 ;13.425,00;3.678,00;2.721 ;2.652 ;1 ;72 ;0 ;100,00;1.015 ;43,00;75 ;2.204 ;1.158,00;0,00;1,00;1.113,00
20250604;21;CAN5115;CANX5115F3A;0,00;100,00;89,80;7,41;100,00;N/A;N/A;1.447,52;101,70;-102,73;6 ;7,00;343,00;12.578 ;2.821 ;3.906 ;1.018 ;33 ;100,00;1.967 ;47,00;55 ;2.789 ;1.552,00;0,00;0,00;1.172,00
20250604;21;CAN5115;CANX5115F4A;0,00;100,00;100,00;5,42;100,00;N/A;N/A;1.682,78;138,11;-106,75;191 ;537,00;279,00;2.370 ;5 ;0 ;34 ;171 ;100,00;1.464 ;9,00;5 ;406 ;203,00;0,00;0,00;85,00
20250604;21;CAN5753;CANX5753F1A;3,57;100,00;99,49;2,70;100,00;N/A;100,00;1.643,96;181,25;-106,25;0 ;35,00;190,00;4.833 ;1.449 ;3.015 ;1 ;4 ;100,00;1.970 ;28,00;51 ;790 ;481,00;0,00;1,00;656,00
20250604;21;CAN5753;CANX5753F2A;0,00;100,00;99,50;3,54;100,00;N/A;100,00;3.890,81;166,72;-105,25;0 ;703,00;755,00;14.992 ;1.705 ;1 ;286 ;0 ;100,00;1.426 ;34,00;58 ;1.670 ;961,00;0,00;3,00;477,00
20250604;21;CAN5754;CANX5754F1A;0,00;100,00;99,56;2,44;100,00;N/A;N/A;918,60;50,13;-106,25;0 ;73,00;113,00;9.365 ;497 ;2.362 ;247 ;0 ;100,00;1.839 ;56,00;122 ;1.246 ;861,00;0,00;0,00;944,00
20250604;21;CAN5848;CANX5848F1A;0,00;100,00;100,00;0,48;100,00;N/A;50,00;2.164,87;1.200,99;-107,00;3.262 ;12.881,00;205,00;34 ;0 ;0 ;0 ;1 ;100,00;660 ;13,00;27 ;730 ;415,00;0,00;2,00;359,00
20250604;21;CAN5848;CANX5848F2A;0,00;100,00;100,00;0,52;100,00;N/A;N/A;2.182,48;238,67;-107,25;1.768 ;859,00;43,00;2 ;42 ;77 ;0 ;0 ;100,00;646 ;8,00;16 ;297 ;194,00;0,00;0,00;60,00
20250604;21;CAN5848;CANX5848F3A;0,00;100,00;99,19;4,99;100,00;N/A;N/A;783,84;69,90;-106,75;2.032 ;3.426,00;1.823,00;461 ;18.208 ;6.285 ;450 ;459 ;100,00;1.905 ;44,00;56 ;3.348 ;1.963,00;0,00;0,00;630,00
20250604;21;CAN5868;CANX5868F1A;0,00;100,00;100,00;1,66;100,00;N/A;N/A;5.193,03;127,66;-106,73;1.280 ;4.750,00;1.890,00;8.714 ;2 ;49 ;0 ;0 ;100,00;965 ;13,00;25 ;958 ;603,00;0,00;0,00;403,00
20250604;21;CAN5868;CANX5868F2A;2,70;100,00;98,49;5,62;99,95;N/A;N/A;2.215,10;451,67;-106,50;227 ;2.162,00;12.852,00;3.123 ;193 ;44 ;7 ;0 ;100,00;965 ;37,00;55 ;2.073 ;1.068,00;0,00;0,00;1.924,00
20250604;21;CAN5870;CANX5870F1A;0,00;100,00;100,00;4,74;100,00;N/A;N/A;1.477,24;56,88;-106,75;2.104 ;5.671,00;2.615,00;170 ;43 ;75 ;16 ;12 ;100,00;763 ;21,00;35 ;806 ;485,00;0,00;0,00;1.426,00
20250604;21;CAN5870;CANX5870F2A;0,00;100,00;100,00;2,50;100,00;N/A;N/A;1.905,86;64,80;-106,00;782 ;528,00;191,00;35 ;392 ;1.729 ;5 ;3 ;100,00;1.963 ;11,00;11 ;417 ;280,00;0,00;0,00;188,00
20250604;21;CAN5870;CANX5870F3A;0,00;100,00;99,84;6,16;100,00;N/A;N/A;1.167,09;75,66;-106,25;1.504 ;2.713,00;368,00;810 ;410 ;2.044 ;5 ;0 ;100,00;1.380 ;13,00;26 ;1.026 ;601,00;0,00;0,00;1.255,00
20250604;21;CAN5872;CANX5872F1A;0,00;100,00;98,90;4,43;100,00;N/A;N/A;1.078,15;95,14;-103,50;12.093 ;5.111,00;3.998,00;4.519 ;5.745 ;0 ;0 ;21 ;100,00;945 ;97,00;163 ;2.427 ;1.468,00;0,00;0,00;1.243,00
20250604;21;CAN5872;CANX5872F2A;0,00;100,00;99,66;4,97;100,00;N/A;33,33;760,66;59,63;-104,00;1.106 ;513,00;76,00;16.438 ;24.335 ;9.736 ;0 ;0 ;100,00;1.952 ;107,00;182 ;5.049 ;2.756,00;0,00;3,00;1.722,00
20250604;21;CAN5872;CANX5872F3A;0,00;100,00;99,40;4,51;100,00;N/A;N/A;1.272,72;67,04;-105,00;1.873 ;14.135,00;2.759,00;3.974 ;2.480 ;2.051 ;8 ;24 ;100,00;1.096 ;78,00;134 ;2.370 ;1.307,00;0,00;0,00;997,00
20250604;22;CAN5040;CANX5040F1A;0,00;100,00;92,86;4,23;100,00;N/A;N/A;3.194,65;203,97;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;15,00;27 ;891 ;355,00;0,00;0,00;221,00
20250604;22;CAN5040;CANX5040F2A;5,56;100,00;84,31;3,62;100,00;N/A;N/A;1.542,41;112,89;0,00;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;100,00;;18,00;20 ;1.136 ;470,00;0,00;0,00;305,00
20250604;22;CAN5100;CANX5100F1A;0,00;100,00;97,73;2,63;100,00;N/A;N/A;582,75;47,27;-106,56;579 ;803,00;13,00;0 ;0 ;0 ;154 ;4 ;100,00;864 ;8,00;16 ;192 ;114,00;0,00;0,00;81,00
20250604;22;CAN5100;CANX5100F2A;0,00;100,00;99,47;3,13;100,00;N/A;N/A;3.320,08;79,19;-106,04;304 ;691,00;1.917,00;1.875 ;272 ;277 ;5 ;0 ;100,00;1.113 ;12,00;29 ;564 ;383,00;0,00;0,00;202,00
20250604;22;CAN5100;CANX5100F3A;0,00;100,00;98,69;3,90;100,00;N/A;N/A;1.209,17;68,93;-104,90;1.574 ;167,00;16,00;27 ;427 ;348 ;220 ;1 ;100,00;1.336 ;6,00;14 ;314 ;205,00;0,00;0,00;7,00
20250604;22;CAN5101;CANX5101F1A;0,00;100,00;100,00;3,09;100,00;N/A;N/A;1.465,95;116,79;-107,00;18 ;25,00;37,00;1.241 ;2.233 ;0 ;26 ;0 ;100,00;1.686 ;22,00;34 ;413 ;259,00;0,00;0,00;258,00
20250604;22;CAN5101;CANX5101F2A;0,00;100,00;99,84;1,59;21,36;N/A;N/A;1.253,35;134,02;-106,75;0 ;254,00;483,00;6.954 ;19.136 ;2.804 ;0 ;0 ;100,00;1.800 ;48,00;86 ;2.752 ;1.703,00;0,00;0,00;103,00
20250604;22;CAN5101;CANX5101F3A;0,00;100,00;100,00;1,13;100,00;N/A;N/A;3.291,74;126,55;-106,50;16 ;8,00;666,00;5.060 ;4.074 ;0 ;1 ;0 ;100,00;1.425 ;12,00;16 ;1.095 ;617,00;0,00;0,00;322,00
20250604;22;CAN5102;CANX5102B1A;0,00;100,00;100,00;2,78;N/A;N/A;N/A;2.474,45;214,40;-107,50;0 ;148,00;780,00;2.156 ;59 ;58 ;916 ;6 ;N/A;2.001 ;1,00;4 ;369 ;216,00;0,00;0,00;0,00
20250604;22;CAN5102;CANX5102B2A;0,00;100,00;99,91;0,44;100,00;100,00;N/A;4.042,96;272,78;-107,25;0 ;22,00;1.959,00;3.700 ;6.303 ;5.805 ;844 ;0 ;N/A;2.079 ;7,00;4 ;1.856 ;1.130,00;2,00;0,00;21,00
20250604;22;CAN5102;CANX5102B3A;0,00;100,00;99,88;0,92;100,00;100,00;N/A;4.299,45;294,30;-106,75;0 ;50,00;1.978,00;6.217 ;8.758 ;32 ;16 ;0 ;100,00;1.529 ;14,00;20 ;1.403 ;866,00;5,00;0,00;80,00
20250604;22;CAN5102;CANX5102B4A;0,00;100,00;100,00;1,67;100,00;N/A;N/A;1.854,87;258,32;-106,74;0 ;0,00;28,00;423 ;804 ;667 ;6 ;1 ;N/A;2.225 ;2,00;2 ;171 ;120,00;0,00;0,00;3,00
20250604;22;CAN5102;CANX5102F1A;2,27;100,00;96,86;5,70;99,86;N/A;N/A;1.272,07;67,17;-105,75;1 ;672,00;921,00;6.994 ;1.237 ;986 ;5.016 ;0 ;100,00;2.290 ;44,00;69 ;2.276 ;1.071,00;0,00;0,00;701,00
20250604;22;CAN5102;CANX5102F2A;0,00;99,16;98,05;4,38;99,80;100,00;N/A;713,45;79,33;-106,25;0 ;97,00;2.484,00;6.827 ;27.559 ;8.962 ;2.991 ;0 ;100,00;2.190 ;142,00;223 ;6.105 ;3.426,00;1,00;0,00;3.942,00
20250604;22;CAN5102;CANX5102F3A;0,00;100,00;94,99;3,22;99,81;100,00;N/A;1.063,36;91,82;-105,00;0 ;1.308,00;4.698,00;35.611 ;8.574 ;1.575 ;46 ;0 ;100,00;1.443 ;147,00;236 ;5.135 ;3.103,00;1,00;0,00;2.631,00
20250604;22;CAN5102;CANX5102F4A;0,00;100,00;99,65;2,95;100,00;N/A;N/A;2.393,62;142,91;-105,99;0 ;291,00;2.655,00;9.086 ;8.750 ;348 ;233 ;0 ;100,00;1.687 ;21,00;43 ;2.201 ;1.391,00;0,00;0,00;660,00
20250604;22;CAN5103;CANX5103F1A;0,00;100,00;100,00;0,21;100,00;N/A;N/A;3.822,94;143,41;-106,50;3.980 ;3.646,00;175,00;45 ;6 ;0 ;0 ;0 ;100,00;592 ;23,00;33 ;762 ;478,00;0,00;0,00;562,00
20250604;22;CAN5103;CANX5103F2A;0,00;100,00;100,00;2,68;99,82;N/A;N/A;2.738,99;87,75;-106,00;1.919 ;3.184,00;2.727,00;1.025 ;0 ;22 ;18 ;2 ;100,00;791 ;29,00;39 ;894 ;485,00;0,00;0,00;553,00
20250604;22;CAN5104;CANX5104F1A;0,00;100,00;100,00;1,84;93,95;N/A;N/A;821,95;41,24;-106,75;28 ;21,00;204,00;4.370 ;245 ;73 ;112 ;0 ;100,00;1.330 ;8,00;17 ;456 ;380,00;0,00;0,00;215,00
20250604;22;CAN5104;CANX5104F2A;0,00;100,00;100,00;15,19;100,00;N/A;N/A;328,55;36,75;-106,75;0 ;0,00;33,00;326 ;289 ;57 ;60 ;0 ;100,00;2.035 ;5,00;6 ;102 ;79,00;0,00;0,00;60,00
20250604;22;CAN5104;CANX5104F3A;0,00;100,00;99,17;4,07;100,00;N/A;N/A;172,36;50,83;-106,75;0 ;0,00;0,00;1.150 ;1.261 ;36 ;6 ;16 ;N/A;2.245 ;2,00;2 ;297 ;172,00;0,00;0,00;19,00
20250604;22;CAN5105;CANX5105F1A;0,00;100,00;100,00;1,93;100,00;N/A;100,00;2.735,90;112,36;-106,75;2.472 ;2.232,00;8.206,00;6.457 ;973 ;2.074 ;5 ;0 ;100,00;1.253 ;70,00;114 ;2.457 ;1.349,00;0,00;1,00;326,00
20250604;22;CAN5105;CANX5105F2A;N/A;100,00;N/A;N/A;100,00;N/A;N/A;235,29;14,55;-106,75;0 ;0,00;0,00;2 ;0 ;0 ;0 ;0 ;100,00;1.404 ;0,00;2 ;0 ;0,00;0,00;0,00;1,00
20250604;22;CAN5106;CANX5106F1A;0,00;100,00;99,70;3,70;100,00;N/A;N/A;2.192,72;759,86;-106,50;66 ;22,00;3.847,00;1.888 ;0 ;2 ;984 ;6 ;100,00;1.562 ;7,00;10 ;689 ;351,00;0,00;0,00;91,00
20250604;22;CAN5106;CANX5106F2A;0,00;100,00;99,38;4,51;100,00;N/A;N/A;1.761,02;119,07;-105,75;104 ;1.292,00;10.460,00;6.720 ;1.240 ;7.292 ;4.423 ;0 ;100,00;1.922 ;54,00;80 ;3.212 ;1.575,00;0,00;0,00;604,00
20250604;22;CAN5106;CANX5106F3A;0,00;100,00;100,00;3,69;98,61;N/A;N/A;3.377,89;138,27;-105,77;7 ;4.880,00;8.837,00;742 ;139 ;1 ;1.090 ;3 ;100,00;1.090 ;20,00;26 ;1.042 ;379,00;0,00;0,00;144,00
20250604;22;CAN5113;CANX5113F1A;0,00;100,00;48,57;0,00;100,00;N/A;N/A;1.605,17;179,84;-107,00;201 ;25,00;0,00;0 ;0 ;0 ;0 ;0 ;100,00;494 ;6,00;11 ;44 ;11,00;0,00;0,00;35,00
