Dia;HORA.;SITE;Week;5G_GCELDA;5G_CSSR_DATA;5G_DCR_DATA  (triggered by sgNB);5G_DCR_DATA  (including triggered by MeNB);5G Intra HO SuccRate;5G Inter RAT HO SuccRate;Tput DL 5G User;Tput UL 5G User;5G_MIMO Performance;5G Avg Reported CQI;5G PRB Use;UL Average Interference Noise(dBm);5G.DCR.ATTEMPS;5G.CSSR.ATTEMPS;5G.INTER.ATTEMPS;5G.INTRA.ATTEMPS;TP1 (0.0 - 0.3 Km);TP2 (0.3 - 0.7 Km);TP3 (0.7 - 1.1 Km);TP4 (1.1 - 2.2 Km);TP5 (2.2 - 3.6 Km);TP6 (3.6 - 6.2 Km);TP7 (6.2 - 14.5 Km);TP8 (>14.5 Km);AVERAGE PRB LOAD DL: E5GPRBDL003: Num_DL_PRBs_Disp;N.PRB.DL.Used.Avg;5G_QF MIMO (Rank2)(%);5G_QF MIMO (Rank4)(%)
20250608;17:00:00;CAN5115;202523;CANX5115Q2A;97,66;1,15;5,57;100,00;100,00;2,13;0,84;1,35;7,76;30,75;-116,03;1.131,00;981,00;105,00;54,00;1.137,00;392,00;489 ;151 ;10 ;7 ;0,00;0,00;1.528.881.844,00;470.107.999,00;39 ;0 
20250608;17:00:00;CAN5115;202523;CANX5115Q3A;98,93;1,19;4,32;100,00;99,14;1,40;0,32;1,41;7,92;33,19;-115,08;3.938,00;3.282,00;579,00;205,00;777,00;4.121,00;5.387 ;283 ;118 ;58 ;1,00;1,00;1.460.072.148,00;484.633.765,00;39 ;0 
20250608;17:00:00;CAN5115;202523;CANX5115Q4A;99,34;0,83;3,21;100,00;100,00;3,47;1,30;1,38;9,15;25,05;-117,44;1.809,00;1.676,00;125,00;264,00;1.513,00;1.088,00;1.171 ;122 ;72 ;13 ;0,00;0,00;1.318.274.520,00;330.192.362,00;45 ;0 
20250608;17:00:00;CAN5868;202523;CANX5868Q1A;100,00;1,07;3,28;100,00;99,65;3,17;1,17;1,29;8,28;32,35;-116,05;1.584,00;1.258,00;289,00;124,00;2.129,00;462,00;574 ;408 ;39 ;13 ;0,00;0,00;1.319.886.300,00;426.940.876,00;32 ;0 
20250608;17:00:00;CAN5868;202523;CANX5868Q2A;98,21;1,11;4,19;100,00;92,76;1,61;0,39;1,29;8,33;40,61;-115,86;3.435,00;2.733,00;746,00;139,00;4.330,00;878,00;1.216 ;33 ;36 ;28 ;1,00;1,00;1.249.274.356,00;507.373.900,00;31 ;0 
20250608;17:00:00;CAN5872;202523;CANX5872P1A;99,75;3,70;18,90;100,00;100,00;94,24;0,50;2,27;12,03;28,34;-94,91;14.965,00;14.621,00;437,00;357,00;8.516,00;6.587,00;16.176 ;7.074 ;8.647 ;7.510 ;2.350,00;2.350,00;20.442.250.374,00;5.793.137.365,00;91 ;24 
20250608;17:00:00;CAN5872;202523;CANX5872P2A;99,82;6,65;38,70;100,00;100,00;87,08;0,27;1,94;10,02;13,65;-112,08;6.899,00;7.106,00;63,00;901,00;6.576,00;6.860,00;15.461 ;6.937 ;12.783 ;11.232 ;3.142,00;3.142,00;20.442.250.374,00;2.790.489.578,00;79 ;8 
20250608;17:00:00;CAN5872;202523;CANX5872P3A;99,89;6,73;34,11;100,00;N/A;78,41;0,55;1,84;10,81;15,61;-115,22;6.180,00;6.091,00;0,00;387,00;6.654,00;3.222,00;5.801 ;2.713 ;15.216 ;13.617 ;2.037,00;2.037,00;20.442.250.374,00;3.190.533.276,00;80 ;4 
20250608;17:00:00;CAN5872;202523;CANX5872Q1A;98,90;2,31;6,46;100,00;100,00;6,33;0,72;1,31;8,23;32,81;-114,95;1.301,00;1.002,00;273,00;79,00;1.127,00;1.021,00;1.398 ;327 ;105 ;48 ;1,00;1,00;1.137.073.666,00;373.040.374,00;35 ;0 
20250608;17:00:00;CAN5872;202523;CANX5872Q2A;98,91;1,97;8,05;100,00;100,00;2,18;0,18;1,33;7,24;31,34;-115,25;1.677,00;1.559,00;109,00;132,00;618,00;1.901,00;2.931 ;14 ;6 ;3 ;0,00;0,00;798.023.360,00;250.098.200,00;33 ;0 
20250608;17:00:00;CAN5872;202523;CANX5872Q3A;99,89;1,66;5,16;100,00;97,42;2,33;0,29;1,31;8,88;45,12;-114,94;2.228,00;1.817,00;387,00;78,00;1.042,00;2.654,00;2.964 ;38 ;12 ;8 ;0,00;0,00;1.214.522.610,00;548.023.216,00;30 ;0 
20250608;18:00:00;CAN5100;202523;CANX5100Q1A;99,21;0,80;3,33;100,00;100,00;4,69;4,53;1,67;9,66;32,68;-116,57;2.762,00;2.419,00;334,00;161,00;3.105,00;232,00;403 ;68 ;34 ;20 ;0,00;0,00;1.737.302.400,00;567.802.387,00;70 ;0 
20250608;18:00:00;CAN5100;202523;CANX5100Q2A;98,82;1,08;6,65;100,00;99,85;2,69;1,98;1,78;9,78;46,25;-115,45;4.725,00;4.143,00;667,00;440,00;6.178,00;73,00;139 ;17 ;12 ;3 ;0,00;0,00;1.832.476.754,00;847.441.099,00;77 ;0 
20250608;18:00:00;CAN5100;202523;CANX5100Q3A;99,95;0,82;3,24;100,00;100,00;4,71;6,18;1,79;11,51;64,42;-116,33;9.169,00;9.107,00;106,00;426,00;9.473,00;399,00;872 ;298 ;54 ;46 ;0,00;0,00;1.878.897.558,00;1.210.312.155,00;83 ;0 
20250608;18:00:00;CAN5101;202523;CANX5101Q1A;99,50;17,03;66,98;100,00;100,00;1,93;0,44;1,15;8,73;15,75;-117,13;2.138,00;1.799,00;200,00;74,00;2.765,00;1.026,00;13.060 ;3.030 ;14 ;0 ;0,00;0,00;1.015.056.998,00;159.906.933,00;15 ;0 
20250608;18:00:00;CAN5101;202523;CANX5101Q2A;99,75;10,64;52,20;100,00;100,00;6,72;0,93;1,63;10,57;33,80;-118,41;2.360,00;2.357,00;8,00;36,00;5.462,00;5.738,00;11.820 ;3.666 ;7 ;0 ;0,00;0,00;889.414.220,00;300.654.181,00;63 ;0 
20250608;18:00:00;CAN5101;202523;CANX5101Q3A;98,23;8,98;40,95;100,00;100,00;4,82;0,61;1,44;9,91;21,62;-117,14;2.806,00;2.367,00;256,00;58,00;5.344,00;1.423,00;8.976 ;3.224 ;47 ;0 ;0,00;0,00;1.107.315.130,00;239.377.487,00;50 ;0 
20250608;18:00:00;CAN5102;202523;CANX5102Q1A;99,16;1,08;3,38;100,00;100,00;1,95;1,03;1,47;9,91;62,53;-115,16;4.906,00;3.688,00;1.282,00;147,00;2.758,00;3.162,00;4.247 ;624 ;258 ;164 ;0,00;0,00;1.429.562.888,00;893.903.527,00;47 ;0 
20250608;18:00:00;CAN5102;202523;CANX5102Q2A;97,24;2,20;6,34;100,00;100,00;0,09;0,05;1,33;7,72;32,01;-113,13;8.729,00;8.263,00;1.095,00;3.074,00;3.484,00;9.296,00;13.258 ;257 ;56 ;40 ;0,00;0,00;1.501.094.278,00;480.435.625,00;28 ;0 
20250608;18:00:00;CAN5102;202523;CANX5102Q3A;99,27;1,43;4,52;99,91;100,00;0,09;0,09;1,40;8,35;28,72;-114,70;11.496,00;10.579,00;696,00;2.326,00;6.685,00;9.640,00;10.245 ;14 ;30 ;27 ;0,00;0,00;1.538.060.930,00;441.659.392,00;37 ;0 
20250608;18:00:00;CAN5102;202523;CANX5102Q4A;99,16;1,10;3,47;100,00;100,00;0,76;0,75;1,64;9,63;58,03;-115,69;5.008,00;5.005,00;11,00;479,00;276,00;3.824,00;6.370 ;133 ;31 ;18 ;0,00;0,00;1.315.888.564,00;763.652.396,00;63 ;0 
20250608;18:00:00;CAN5103;202523;CANX5103Q1A;94,96;0,56;2,22;100,00;99,32;5,63;6,53;1,60;10,47;34,31;-117,59;1.440,00;1.389,00;147,00;104,00;1.788,00;10,00;95 ;52 ;49 ;3 ;0,00;0,00;943.831.592,00;323.833.674,00;58 ;0 
20250608;18:00:00;CAN5103;202523;CANX5103Q2A;99,31;1,32;4,75;100,00;99,89;2,08;3,24;1,37;9,49;38,84;-115,96;3.873,00;3.031,00;949,00;92,00;4.815,00;336,00;1.556 ;336 ;128 ;97 ;2,00;2,00;1.094.263.498,00;425.065.817,00;43 ;0 
20250608;18:00:00;CAN5104;202523;CANX5104Q1A;99,82;3,17;15,41;99,75;100,00;2,56;3,33;1,26;10,03;27,42;-117,57;662,00;570,00;171,00;400,00;532,00;1.085,00;1.338 ;168 ;5 ;4 ;0,00;0,00;1.036.783.586,00;284.247.709,00;28 ;0 
20250608;18:00:00;CAN5104;202523;CANX5104Q2A;99,12;0,90;4,06;100,00;93,61;3,33;2,48;1,42;8,63;31,91;-116,98;1.550,00;1.138,00;532,00;41,00;668,00;1.154,00;1.487 ;247 ;56 ;10 ;0,00;0,00;1.197.029.436,00;381.943.174,00;42 ;0 
20250608;18:00:00;CAN5104;202523;CANX5104Q3A;99,57;5,26;25,30;100,00;100,00;2,10;0,19;1,21;9,43;39,03;-117,34;1.008,00;690,00;186,00;393,00;663,00;1.220,00;1.395 ;103 ;47 ;32 ;0,00;0,00;954.385.680,00;372.459.221,00;24 ;0 
20250608;18:00:00;CAN5105;202523;CANX5105Q1A;93,35;0,89;4,59;100,00;100,00;2,89;2,02;1,28;8,99;46,04;-116,50;1.241,00;1.113,00;274,00;41,00;1.005,00;219,00;986 ;124 ;51 ;34 ;0,00;0,00;803.164.132,00;369.815.691,00;29 ;0 
20250608;18:00:00;CAN5105;202523;CANX5105Q2A;99,30;2,18;5,67;100,00;100,00;2,50;1,08;1,39;9,51;50,90;-116,43;1.745,00;1.570,00;217,00;49,00;1.897,00;283,00;766 ;87 ;53 ;45 ;0,00;0,00;974.128.588,00;495.873.461,00;46 ;0 
20250608;18:00:00;CAN5113;202523;CANX5113P1A;99,80;9,04;43,17;100,00;100,00;150,41;0,66;2,82;12,85;1,07;-109,37;498,00;488,00;1,00;254,00;1.017,00;709,00;1.271 ;4.863 ;933 ;516 ;106,00;106,00;20.442.254.196,00;219.719.372,00;88 ;49 
20250608;18:00:00;CAN5113;202523;CANX5113P2A;99,94;7,06;34,34;100,00;100,00;73,33;0,13;1,95;10,99;7,94;-109,19;4.831,00;4.908,00;70,00;656,00;3.244,00;1.376,00;7.539 ;6.041 ;3.001 ;2.452 ;270,00;270,00;20.442.254.196,00;1.622.604.716,00;84 ;12 
20250608;18:00:00;CAN5113;202523;CANX5113P3A;99,93;4,25;29,19;100,00;100,00;93,78;0,11;2,06;11,87;17,50;-94,81;14.111,00;14.163,00;256,00;421,00;6.887,00;2.966,00;20.331 ;20.996 ;6.217 ;5.688 ;731,00;731,00;20.442.254.196,00;3.578.352.210,00;84 ;25 
20250608;18:00:00;CAN5113;202523;CANX5113Q1A;95,83;0,00;17,86;100,00;100,00;8,01;0,18;1,35;8,89;4,91;-118,28;28,00;24,00;4,00;15,00;46,00;146,00;429 ;741 ;356 ;130 ;0,00;0,00;1.154.622.642,00;56.748.206,00;56 ;0 
20250608;18:00:00;CAN5113;202523;CANX5113Q2A;98,90;0,92;4,69;100,00;99,62;2,99;0,21;1,26;8,18;28,82;-114,88;2.068,00;1.729,00;266,00;36,00;1.591,00;1.958,00;3.663 ;1.968 ;761 ;372 ;0,00;0,00;762.589.022,00;219.772.222,00;27 ;0 
20250608;18:00:00;CAN5113;202523;CANX5113Q3A;92,77;3,61;12,72;100,00;100,00;3,70;0,12;1,06;9,33;34,46;-114,58;3.435,00;2.989,00;650,00;24,00;521,00;543,00;4.406 ;304 ;213 ;160 ;0,00;0,00;1.285.310.060,00;442.916.550,00;8 ;0 
20250608;18:00:00;CAN5115;202523;CANX5115Q1A;99,68;0,67;2,36;98,15;99,18;1,93;0,46;1,39;8,91;48,85;-118,12;3.425,00;3.098,00;245,00;54,00;3.593,00;110,00;184 ;424 ;355 ;204 ;0,00;0,00;1.491.837.800,00;728.717.859,00;40 ;0 
20250608;18:00:00;CAN5115;202523;CANX5115Q2A;99,64;0,92;5,11;100,00;100,00;2,82;0,55;1,34;7,70;25,09;-115,90;979,00;834,00;107,00;42,00;1.092,00;310,00;364 ;109 ;20 ;9 ;0,00;0,00;1.384.392.168,00;347.381.750,00;36 ;0 
20250608;18:00:00;CAN5115;202523;CANX5115Q3A;99,43;0,86;4,24;100,00;100,00;1,71;0,57;1,47;8,42;36,10;-115,30;3.256,00;2.635,00;499,00;172,00;543,00;3.263,00;4.108 ;172 ;84 ;24 ;0,00;0,00;1.407.841.774,00;508.293.402,00;40 ;0 
20250608;18:00:00;CAN5115;202523;CANX5115Q4A;99,82;0,72;2,61;100,00;100,00;2,88;1,03;1,38;8,94;29,91;-117,38;1.803,00;1.644,00;128,00;232,00;1.445,00;991,00;1.069 ;33 ;9 ;3 ;0,00;0,00;1.607.545.730,00;480.768.212,00;44 ;0 
20250608;18:00:00;CAN5868;202523;CANX5868Q1A;96,83;0,56;3,33;100,00;99,44;3,49;2,18;1,35;8,11;24,96;-116,35;1.260,00;1.103,00;179,00;120,00;1.770,00;356,00;470 ;363 ;45 ;20 ;0,00;0,00;1.329.529.432,00;331.887.490,00;36 ;0 
20250608;18:00:00;CAN5868;202523;CANX5868Q2A;97,66;0,93;4,80;100,00;91,42;1,72;0,40;1,33;8,60;39,36;-116,21;3.231,00;2.648,00;664,00;118,00;4.092,00;996,00;1.336 ;20 ;41 ;38 ;1,00;1,00;1.363.870.134,00;536.783.307,00;35 ;0 
20250608;18:00:00;CAN5872;202523;CANX5872P1A;99,66;3,91;18,23;100,00;100,00;83,58;0,39;2,33;12,07;32,04;-94,74;15.712,00;15.218,00;517,00;364,00;6.249,00;5.108,00;16.382 ;6.535 ;9.696 ;8.322 ;1.690,00;1.690,00;20.442.251.466,00;6.550.133.521,00;92 ;23 
20250608;18:00:00;CAN5872;202523;CANX5872P2A;99,82;6,30;37,05;100,00;100,00;87,09;0,57;2,01;10,39;13,11;-112,33;7.083,00;7.222,00;38,00;868,00;5.668,00;8.658,00;17.419 ;6.583 ;12.084 ;10.602 ;2.059,00;2.059,00;20.442.251.466,00;2.680.546.604,00;86 ;11 
20250608;18:00:00;CAN5872;202523;CANX5872P3A;99,88;8,01;33,12;100,00;100,00;73,09;1,43;1,87;11,11;16,49;-115,18;6.545,00;6.533,00;1,00;399,00;7.360,00;1.685,00;4.203 ;3.325 ;16.923 ;15.665 ;2.661,00;2.661,00;20.442.251.466,00;3.371.456.168,00;87 ;5 
20250608;18:00:00;CAN5872;202523;CANX5872Q1A;94,31;1,72;8,99;100,00;100,00;5,35;0,93;1,33;8,24;31,52;-114,89;1.335,00;1.054,00;307,00;61,00;1.498,00;917,00;1.201 ;336 ;251 ;107 ;0,00;0,00;1.016.467.744,00;320.409.606,00;35 ;0 
20250608;18:00:00;CAN5872;202523;CANX5872Q2A;99,62;2,12;14,74;100,00;100,00;3,40;0,49;1,40;7,97;34,49;-115,33;1.743,00;1.591,00;164,00;125,00;495,00;2.276,00;3.126 ;31 ;19 ;5 ;0,00;0,00;781.109.920,00;269.424.848,00;42 ;0 
20250608;18:00:00;CAN5872;202523;CANX5872Q3A;99,13;1,75;6,27;100,00;98,09;2,43;0,27;1,28;8,57;48,56;-114,94;2.281,00;1.829,00;419,00;67,00;1.123,00;2.574,00;2.873 ;77 ;47 ;35 ;0,00;0,00;1.356.653.458,00;658.843.162,00;33 ;0 
20250608;19:00:00;CAN5100;202523;CANX5100Q1A;99,60;1,15;5,43;100,00;100,00;5,35;6,42;1,77;10,22;28,47;-116,64;2.598,00;2.260,00;347,00;148,00;2.943,00;188,00;507 ;247 ;57 ;13 ;0,00;0,00;1.711.334.134,00;487.247.455,00;79 ;0 
20250608;19:00:00;CAN5100;202523;CANX5100Q2A;99,02;1,30;5,34;100,00;100,00;2,63;1,11;1,74;9,92;46,30;-115,42;4.386,00;3.978,00;529,00;486,00;5.643,00;64,00;141 ;18 ;20 ;3 ;0,00;0,00;1.923.322.964,00;890.418.581,00;70 ;0 
20250608;19:00:00;CAN5100;202523;CANX5100Q3A;99,95;1,02;4,71;100,00;99,40;4,58;1,60;1,79;10,97;51,01;-115,57;6.195,00;5.957,00;167,00;369,00;6.624,00;343,00;703 ;268 ;42 ;31 ;0,00;0,00;1.807.903.616,00;922.149.999,00;80 ;0 
20250608;19:00:00;CAN5101;202523;CANX5101Q1A;99,62;19,83;69,43;100,00;100,00;2,05;0,90;1,24;5,99;37,34;-116,88;1.891,00;1.597,00;179,00;55,00;2.409,00;737,00;9.321 ;2.825 ;24 ;0 ;0,00;0,00;1.284.180.544,00;479.570.471,00;19 ;0 
20250608;19:00:00;CAN5101;202523;CANX5101Q2A;99,93;16,15;48,70;100,00;100,00;6,33;2,22;1,45;9,81;27,21;-118,31;1.505,00;1.491,00;3,00;31,00;1.133,00;3.425,00;8.271 ;2.199 ;0 ;0 ;0,00;0,00;882.562.398,00;240.135.171,00;54 ;0 
20250608;19:00:00;CAN5101;202523;CANX5101Q3A;98,85;9,22;41,52;100,00;100,00;4,24;0,47;1,43;9,40;20,64;-116,68;2.820,00;2.429,00;268,00;84,00;4.889,00;1.064,00;8.820 ;3.322 ;49 ;0 ;0,00;0,00;1.052.363.814,00;217.254.822,00;43 ;0 
20250608;19:00:00;CAN5102;202523;CANX5102Q1A;97,50;1,17;4,21;100,00;100,00;1,72;1,69;1,54;10,11;62,53;-114,83;5.536,00;4.208,00;1.450,00;188,00;3.217,00;3.915,00;4.870 ;523 ;227 ;141 ;1,00;1,00;1.385.303.210,00;866.208.960,00;53 ;0 
20250608;19:00:00;CAN5102;202523;CANX5102Q2A;94,49;1,75;5,42;100,00;100,00;0,08;0,04;1,34;7,65;30,41;-112,53;9.378,00;9.218,00;1.251,00;3.496,00;4.019,00;9.659,00;14.024 ;297 ;54 ;21 ;0,00;0,00;1.520.773.070,00;462.459.681,00;29 ;0 
20250608;19:00:00;CAN5102;202523;CANX5102Q3A;98,57;1,36;4,12;100,00;100,00;0,08;0,09;1,39;8,30;27,52;-113,98;12.332,00;11.464,00;709,00;2.520,00;7.369,00;9.827,00;10.374 ;32 ;85 ;52 ;1,00;1,00;1.532.827.614,00;421.831.225,00;36 ;0 
20250608;19:00:00;CAN5102;202523;CANX5102Q4A;98,61;1,16;3,52;100,00;100,00;0,82;0,73;1,66;10,03;60,77;-115,48;5.080,00;5.025,00;10,00;589,00;319,00;3.927,00;6.470 ;100 ;47 ;16 ;0,00;0,00;1.202.407.038,00;730.683.987,00;64 ;0 
20250608;19:00:00;CAN5103;202523;CANX5103Q1A;99,47;0,27;1,70;100,00;100,00;5,65;2,31;1,52;10,07;33,56;-117,13;2.235,00;2.085,00;154,00;100,00;2.610,00;10,00;94 ;37 ;67 ;5 ;0,00;0,00;1.076.528.580,00;361.287.308,00;57 ;0 
20250608;19:00:00;CAN5103;202523;CANX5103Q2A;99,44;1,45;4,81;100,00;99,57;1,59;1,57;1,30;9,26;41,58;-115,79;3.454,00;2.679,00;928,00;113,00;3.805,00;375,00;1.401 ;761 ;292 ;224 ;0,00;0,00;1.004.195.026,00;417.566.826,00;39 ;0 
20250608;19:00:00;CAN5104;202523;CANX5104Q1A;100,00;3,68;14,72;100,00;100,00;2,48;1,10;1,08;10,44;37,55;-117,69;598,00;544,00;122,00;325,00;488,00;965,00;1.072 ;91 ;10 ;3 ;0,00;0,00;1.126.622.962,00;423.045.719,00;11 ;0 
20250608;19:00:00;CAN5104;202523;CANX5104Q2A;99,61;1,66;5,69;100,00;96,51;3,96;1,35;1,40;8,87;35,00;-116,29;1.442,00;1.014,00;487,00;29,00;574,00;992,00;1.349 ;122 ;76 ;14 ;0,00;0,00;1.181.772.820,00;413.605.982,00;41 ;0 
20250608;19:00:00;CAN5104;202523;CANX5104Q3A;99,54;6,94;30,20;100,00;99,24;3,35;0,75;1,11;9,18;51,02;-117,47;937,00;646,00;132,00;319,00;614,00;898,00;1.119 ;234 ;157 ;115 ;0,00;0,00;1.308.566.172,00;667.636.425,00;14 ;0 
20250608;19:00:00;CAN5105;202523;CANX5105Q1A;97,93;1,06;6,17;100,00;100,00;1,91;0,84;1,36;8,26;48,26;-116,15;1.409,00;1.109,00;339,00;29,00;1.032,00;176,00;1.190 ;187 ;78 ;49 ;0,00;0,00;977.301.392,00;471.602.481,00;38 ;0 
20250608;19:00:00;CAN5105;202523;CANX5105Q2A;99,61;0,84;3,30;100,00;100,00;2,31;1,03;1,38;8,44;39,99;-116,32;1.667,00;1.523,00;147,00;41,00;1.741,00;260,00;344 ;67 ;88 ;83 ;0,00;0,00;896.274.722,00;358.426.158,00;44 ;0 
20250608;19:00:00;CAN5113;202523;CANX5113P1A;99,71;8,96;35,98;100,00;100,00;149,52;0,74;2,42;12,42;1,34;-109,32;681,00;684,00;1,00;301,00;1.345,00;535,00;909 ;6.358 ;1.227 ;810 ;114,00;114,00;20.442.251.466,00;274.797.679,00;88 ;47 
20250608;19:00:00;CAN5113;202523;CANX5113P2A;99,72;6,12;35,14;100,00;100,00;78,03;0,16;1,99;11,43;8,40;-108,99;5.233,00;5.329,00;71,00;681,00;3.477,00;1.214,00;8.680 ;6.848 ;4.815 ;3.535 ;488,00;488,00;20.442.251.466,00;1.717.802.073,00;86 ;12 
20250608;19:00:00;CAN5113;202523;CANX5113P3A;99,98;5,03;32,63;99,75;98,93;73,17;0,08;2,08;11,62;19,92;-94,25;13.910,00;13.970,00;280,00;408,00;7.980,00;2.607,00;20.681 ;21.008 ;6.649 ;6.088 ;806,00;806,00;20.442.251.466,00;4.072.801.244,00;85 ;27 
20250608;19:00:00;CAN5113;202523;CANX5113Q1A;100,00;7,84;17,65;100,00;100,00;9,68;0,71;1,23;8,92;4,87;-118,25;51,00;39,00;8,00;14,00;57,00;148,00;458 ;877 ;384 ;156 ;0,00;0,00;1.151.554.976,00;56.048.566,00;45 ;0 
20250608;19:00:00;CAN5113;202523;CANX5113Q2A;98,09;1,83;6,03;100,00;99,66;3,83;0,18;1,29;7,83;28,97;-114,26;1.691,00;1.359,00;290,00;33,00;1.527,00;1.523,00;3.663 ;2.263 ;889 ;497 ;1,00;1,00;787.364.668,00;228.134.764,00;28 ;0 
20250608;19:00:00;CAN5113;202523;CANX5113Q3A;96,63;3,77;16,00;100,00;99,86;2,62;0,37;1,09;8,33;31,38;-115,28;3.444,00;2.849,00;690,00;37,00;586,00;615,00;4.643 ;497 ;184 ;103 ;0,00;0,00;1.236.520.968,00;388.010.595,00;9 ;0 
20250608;19:00:00;CAN5115;202523;CANX5115Q1A;98,39;0,55;2,94;100,00;99,53;1,35;0,81;1,43;8,58;48,33;-117,93;3.434,00;3.108,00;215,00;66,00;3.729,00;178,00;270 ;839 ;65 ;26 ;0,00;0,00;1.404.770.762,00;678.900.565,00;41 ;0 
20250608;19:00:00;CAN5115;202523;CANX5115Q2A;99,56;2,22;9,66;100,00;100,00;2,79;2,44;1,34;7,78;28,78;-116,42;1.035,00;909,00;129,00;69,00;1.351,00;560,00;677 ;161 ;24 ;17 ;0,00;0,00;1.653.203.364,00;475.722.504,00;33 ;0 
20250608;19:00:00;CAN5115;202523;CANX5115Q3A;99,04;1,03;3,40;100,00;100,00;1,57;0,66;1,42;8,14;36,09;-115,33;3.205,00;2.597,00;512,00;199,00;478,00;2.941,00;3.843 ;161 ;37 ;23 ;0,00;0,00;1.377.882.386,00;497.238.198,00;40 ;0 
20250608;19:00:00;CAN5115;202523;CANX5115Q4A;98,74;0,68;2,58;100,00;100,00;2,92;2,15;1,39;8,73;30,13;-117,31;1.900,00;1.741,00;126,00;277,00;1.533,00;882,00;1.104 ;50 ;15 ;4 ;0,00;0,00;1.412.237.412,00;425.460.671,00;52 ;0 
20250608;19:00:00;CAN5868;202523;CANX5868Q1A;93,32;1,13;4,39;100,00;96,97;3,59;3,14;1,27;8,32;29,82;-116,12;1.413,00;1.273,00;198,00;125,00;2.015,00;357,00;469 ;363 ;63 ;26 ;0,00;0,00;1.361.696.024,00;406.085.421,00;30 ;0 
20250608;19:00:00;CAN5868;202523;CANX5868Q2A;97,57;1,49;4,55;100,00;86,44;1,47;0,31;1,36;8,67;38,79;-115,87;3.955,00;3.247,00;804,00;104,00;4.758,00;1.453,00;1.799 ;15 ;24 ;21 ;0,00;0,00;1.234.162.720,00;478.785.226,00;40 ;0 
20250608;19:00:00;CAN5872;202523;CANX5872P1A;99,76;3,04;17,59;99,80;100,00;64,16;0,66;2,36;12,07;34,44;-94,88;15.228,00;14.738,00;567,00;500,00;8.050,00;6.751,00;17.051 ;6.557 ;9.984 ;8.906 ;1.957,00;1.957,00;20.442.246.552,00;7.040.000.314,00;93 ;22 
20250608;19:00:00;CAN5872;202523;CANX5872P2A;99,66;5,35;33,06;100,00;100,00;86,76;0,62;2,08;10,87;10,56;-112,57;7.136,00;7.279,00;51,00;930,00;6.440,00;7.009,00;16.617 ;7.196 ;9.859 ;8.784 ;3.344,00;3.344,00;20.442.246.552,00;2.158.005.045,00;87 ;11 
20250608;19:00:00;CAN5872;202523;CANX5872P3A;99,57;6,89;36,56;100,00;N/A;71,50;1,28;1,76;11,27;16,38;-115,23;6.360,00;6.259,00;0,00;324,00;9.626,00;1.618,00;4.436 ;2.899 ;16.253 ;15.098 ;2.260,00;2.260,00;20.442.246.552,00;3.347.874.804,00;83 ;6 
20250608;19:00:00;CAN5872;202523;CANX5872Q1A;98,42;2,27;7,26;100,00;100,00;5,48;0,75;1,48;8,61;31,49;-114,82;1.363,00;1.074,00;333,00;36,00;987,00;1.118,00;1.643 ;527 ;239 ;82 ;0,00;0,00;966.735.660,00;304.414.689,00;41 ;0 
20250608;19:00:00;CAN5872;202523;CANX5872Q2A;99,18;1,41;13,88;100,00;100,00;2,12;0,35;1,29;7,63;34,71;-114,76;1.419,00;1.347,00;101,00;125,00;422,00;1.996,00;2.676 ;33 ;9 ;5 ;0,00;0,00;837.315.466,00;290.608.638,00;30 ;0 
20250608;19:00:00;CAN5872;202523;CANX5872Q3A;99,67;1,25;5,00;100,00;99,26;3,27;0,39;1,26;8,85;44,96;-114,19;2.239,00;1.842,00;407,00;79,00;1.188,00;2.423,00;2.664 ;133 ;24 ;13 ;0,00;0,00;1.210.134.992,00;544.058.502,00;36 ;0 
20250608;20:00:00;CAN5100;202523;CANX5100Q1A;99,50;1,10;4,26;100,00;100,00;5,89;12,54;1,89;10,05;38,57;-116,40;2.277,00;2.014,00;275,00;212,00;2.525,00;156,00;671 ;95 ;44 ;24 ;0,00;0,00;1.806.979.244,00;697.024.755,00;87 ;0 
20250608;20:00:00;CAN5100;202523;CANX5100Q2A;96,23;1,10;4,36;100,00;100,00;2,76;2,35;1,70;9,58;40,52;-114,98;3.462,00;2.915,00;795,00;365,00;4.430,00;129,00;183 ;16 ;18 ;8 ;0,00;0,00;1.789.246.242,00;725.001.177,00;64 ;0 
20250608;20:00:00;CAN5100;202523;CANX5100Q3A;97,95;1,17;4,73;100,00;100,00;4,53;2,92;1,82;11,19;64,45;-115,06;7.362,00;7.304,00;216,00;347,00;7.773,00;367,00;1.051 ;257 ;93 ;74 ;0,00;0,00;1.920.145.378,00;1.237.567.466,00;84 ;0 
20250608;20:00:00;CAN5101;202523;CANX5101Q1A;99,80;18,09;66,92;100,00;100,00;2,80;1,11;1,33;9,05;16,52;-116,35;2.361,00;1.998,00;180,00;87,00;2.467,00;1.218,00;14.805 ;3.429 ;27 ;0 ;0,00;0,00;1.057.846.820,00;174.762.070,00;22 ;0 
20250608;20:00:00;CAN5101;202523;CANX5101Q2A;99,93;15,92;48,10;100,00;100,00;10,11;2,68;1,59;10,37;30,17;-118,95;1.470,00;1.464,00;8,00;47,00;1.393,00;3.728,00;8.412 ;1.593 ;8 ;0 ;0,00;0,00;1.055.226.408,00;318.402.884,00;60 ;0 
